compound,cas,group1,group2,group3,C,H,O,S,N,MW,anchor
6-Oxabicyclo[3.1.0]hexan-2-one,6705-52-8,Oxygenate,Carbonyl,Ketone,5,6,2,,,98.101,nonane
2-Acetonylcyclopentanone,60415-94-3,Oxygenate,Carbonyl,Cyclopentanone,8,12,2,,,140.182,nonane
"4,4-Dimethyl-2-cyclopenten-1-one",22748-16-9,Oxygenate,Carbonyl,Cyclopentenone,7,10,1,,,110.156,nonane
Methyl vinyl ketone,78-94-4,Oxygenate,Carbonyl,Ketone,4,6,1,,,70.091,nonane
1-Hydroxy-2-pentanone,64502-89-2,Oxygenate,Carbonyl,Hydroxyketone,5,10,2,,,102.133,nonane
Acetophenone,98-86-2,Oxygenate,Carbonyl,Ketone,8,8,1,,,120.151,nonane
2'-Ethylpropiophenone,16819-79-7,Oxygenate,Carbonyl,Ketone,11,14,1,,,162.232,nonane
"1-Propanone, 1-(2,4-dimethylphenyl)-",35031-55-1,Oxygenate,Carbonyl,Ketone,11,14,1,,,162.232,nonane
2-Hydroxy-gamma-butyrolactone,19444-84-9,Oxygenate,Carbonyl,Hydroxyketone,4,6,3,,,102.089,nonane
Butyrolactone,96-48-0,Oxygenate,Carbonyl,Ketone,4,6,2,,,86.09,nonane
Dehydromevalonic lactone,2381-87-5,Oxygenate,Carbonyl,Ketone,6,8,2,,,112.128,nonane
"2,3-Dimethyl-4-hydroxy-2-butenoic lactone",1575-46-8,Oxygenate,Carbonyl,Hydroxyketone,6,8,2,,,112.128,nonane
Bicyclo[3.1.0]hexan-2-one,4160-49-0,Oxygenate,Carbonyl,Ketone,6,8,1,,,96.129,nonane
cis-4-Hydroxycyclohexanecarboxylic acid lactone,4350-84-9,Oxygenate,Carbonyl,Ketone,7,10,2,,,126.155,nonane
"1,2-Cyclohexanedione",000765-87-7,Oxygenate,Carbonyl,diketone,6,8,2,,,112.128,nonane
"1,4-Cyclohexanedione",637-88-7,Oxygenate,Carbonyl,diketone,6,8,2,,,112.128,nonane
"1,4-Cyclohex-2-enedione",4505-38-8,Oxygenate,Carbonyl,diketone,6,6,2,,,110.112,nonane
Levoglucosenone,37112-31-5,Oxygenate,Carbonyl,Ketone,6,6,3,,,126.111,nonane
"Cyclobutanone, 2-ethyl-",010374-14-8,Oxygenate,Carbonyl,Ketone,6,10,1,,,98.145,nonane
"Cyclohexanone, 3-methyl-",000591-24-2,Oxygenate,Carbonyl,Ketone,7,12,1,,,112.172,nonane
"Cyclohexanone, 4-methyl-",589-92-4,Oxygenate,Carbonyl,Ketone,7,12,1,,,112.172,nonane
"Cyclohexanone, 2-methyl-",583-60-8,Oxygenate,Carbonyl,Ketone,7,12,1,,,112.172,nonane
"Ethanone, 1-cyclopentyl-",6004-60-0,Oxygenate,Carbonyl,Ketone,7,12,1,,,112.172,nonane
"2-Hexanone, 5-methyl-",110-12-3,Oxygenate,Carbonyl,Ketone,7,14,1,,,114.188,nonane
Cycloheptanone,502-42-1,Oxygenate,Carbonyl,Ketone,7,12,1,,,112.172,nonane
"3-Hexen-2-one, 3-methyl-",1187-80-0,Oxygenate,Carbonyl,Ketone,7,12,1,,,112.172,nonane
"4-Hexen-3-one, 4,5-dimethyl-",17325-90-5,Oxygenate,Carbonyl,Ketone,8,14,1,,,126.199,nonane
2-Ethylidenecyclohexanone,1122-24-3,Oxygenate,Carbonyl,Ketone,8,12,1,,,124.183,nonane
"Cyclohexanone, 2-(1-methylethylidene)-",13747-73-4,Oxygenate,Carbonyl,Ketone,9,14,1,,,138.21,nonane
Bicyclo[3.1.1]heptan-2-one,17159-87-4,Oxygenate,Carbonyl,Ketone,7,10,1,,,110.156,nonane
Spiro[2.4]heptan-5-one,19740-31-9,Oxygenate,Carbonyl,Ketone,7,10,1,,,110.156,nonane
(+)-2-Bornanone,464-49-3,Oxygenate,Carbonyl,Ketone,10,16,1,,,152.237,nonane
"Acetophenone, 4'-hydroxy-",000099-93-4,Oxygenate,Carbonyl,Hydroxyketone,8,8,2,,,136.15,nonane
"Cycloheptanone, 4-methyl-, (R)-",013609-59-1,Oxygenate,Carbonyl,Ketone,8,14,1,,,126.199,nonane
"Cycloheptanone, 2-methyl-",,Oxygenate,Carbonyl,Ketone,8,14,1,,,126.199,nonane
"2-Hepten-4-one, 2-methyl-",22319-24-0,Oxygenate,Carbonyl,Ketone,8,14,1,,,126.199,nonane
5-methyl-2-(Z)-hepten-4-one,24608-84-2,Oxygenate,Carbonyl,Ketone,8,14,1,,,126.199,nonane
"2,2-Dimethyl-3-heptanone",19078-97-8,Oxygenate,Carbonyl,Ketone,9,18,1,,,142.242,nonane
"2-Heptanone, 3-methyl-",2371-19-9,Oxygenate,Carbonyl,Ketone,8,16,1,,,128.215,nonane
2-Heptanone,110-43-0,Oxygenate,Carbonyl,Ketone,7,14,1,,,114.188,nonane
"Cyclohexanone, 4-ethenyl-",001740-64-3,Oxygenate,Carbonyl,Ketone,8,14,1,,,126.199,nonane
"2H-Inden-2-one, octahydro-, cis-",005689-04-3,Oxygenate,Carbonyl,Ketone,9,14,1,,,138.21,nonane
"3-Cyclohexen-1-one, 3,5,5-trimethyl-",471-01-2,Oxygenate,Carbonyl,Ketone,9,14,1,,,138.21,nonane
4-Hydroxy-2-methylacetophenone,000875-59-2,Oxygenate,Carbonyl,Hydroxyketone,9,10,2,,,150.177,nonane
"Bicyclo[3.1.0]hexan-2-one, 5-(1-methylethyl)-",000513-20-2,Oxygenate,Carbonyl,Ketone,9,14,1,,,138.21,nonane
Benzyl methyl ketone,103-79-7,Oxygenate,Carbonyl,Ketone,9,10,1,,,134.178,nonane
"1H-2-Benzopyran-1-one, 3,4-dihydro-",4702-34-5,Oxygenate,Carbonyl,Pyranone,9,8,2,,,148.161,nonane
5-Hydroxy-3-methyl-1-indanone,057878-30-5,Oxygenate,Carbonyl,Hydroxyketone,10,10,2,,,162.188,nonane
7-Methylindan-1-one,39627-61-7,Oxygenate,Carbonyl,Ketone,10,10,1,,,146.189,nonane
"Cyclohexanone, 2-methyl-5-(1-methylethenyl)-, trans-",005948-04-9,Oxygenate,Carbonyl,Ketone,10,16,1,,,152.237,nonane
"2,4-Pentanedione, 3-phenyl-",005910-25-8,Oxygenate,Carbonyl,Ketone,11,12,2,,,176.215,nonane
"2,4-Pentanedione, 3-phenyl-",005910-25-8,Oxygenate,Carbonyl,Ketone,11,12,2,,,176.215,nonane
Cyclohexanone,000108-94-1,Oxygenate,Carbonyl,Ketone,6,10,1,,,98.145,nonane
"Cyclohexanone, 4-ethyl-",005441-51-0,Oxygenate,Carbonyl,Ketone,8,14,1,,,126.199,nonane
Cyclooctanone,502-49-8,Oxygenate,Carbonyl,Ketone,8,14,1,,,126.199,nonane
"Cyclohexanone, 2-hydroxy-",533-60-8,Oxygenate,Carbonyl,Hydroxyketone,6,10,2,,,114.144,nonane
"1H-Inden-1-one, 2,3-dihydro-",000083-33-0,Oxygenate,Carbonyl,Ketone,9,8,1,,,132.162,nonane
"1,2-Propanedione, 1-phenyl-",579-07-7,Oxygenate,Carbonyl,Ketone,9,8,2,,,148.161,nonane
Acetic anhydride,108-24-7,Oxygenate,Carbonyl,Ketone,4,6,3,,,102.089,nonane
"1H-Inden-1-one, 2,3-dihydro-2-methyl-",017496-14-9,Oxygenate,Carbonyl,Ketone,10,10,1,,,146.189,nonane
"1H-Inden-1-one, 2,3-dihydro-3-methyl-",6072-57-7,Oxygenate,Carbonyl,Ketone,10,10,1,,,146.189,nonane
1-[4-(2-p-Tolylvinyl)phenyl]ethanone,0-00-0,Oxygenate,Carbonyl,Ketone,17,16,1,,,236.314,nonane
"2-Cyclohexen-1-one, 2-methyl-",1121-18-2,Oxygenate,Carbonyl,Ketone,7,10,1,,,110.156,nonane
"endo-Pentacyclo[8.5.1.0(2,9).0(5,9).0(11,15)]hexadeca-4,11(15)-diene-3,16-dione",1000099-18-9,Oxygenate,Carbonyl,Ketone,11,10,2,,,174.199,nonane
"8-Hydroxy-3,4-dihydronaphthalen-2(1H)-one",053568-05-1,Oxygenate,Carbonyl,Hydroxyketone,10,10,2,,,162.188,nonane
"2-Pentanone, 4-hydroxy-4-methyl-",123-42-2,Oxygenate,Carbonyl,Hydroxyketone,6,12,2,,,116.16,nonane
"2-Propanone, 1-hydroxy-",116-09-6,Oxygenate,Carbonyl,Hydroxyketone,3,6,2,,,74.079,nonane
2-Hydroxy-3-hexanone,54073-43-7,Oxygenate,Carbonyl,Hydroxyketone,6,12,2,,,116.16,nonane
Acetol,116-09-6,Oxygenate,Carbonyl,Ketone,3,6,2,,,74.079,nonane
acetone,000067-64-1,Oxygenate,Carbonyl,Ketone,3,6,1,,,58.08,nonane
1-Hydroxy-2-butanone,005077-67-8,Oxygenate,Carbonyl,Hydroxyketone,4,8,2,,,88.106,nonane
"2,3-Butanedione",000431-03-8,Oxygenate,Carbonyl,diketone,4,6,2,,,86.09,nonane
2-Butanone,000078-93-3,Oxygenate,Carbonyl,Ketone,4,6,1,,,70.091,nonane
"2-Butanone, 3-methyl-",563-80-4,Oxygenate,Carbonyl,Ketone,5,10,1,,,86.134,nonane
"3-Buten-2-one, 3-methyl-",814-78-8,Oxygenate,Carbonyl,Ketone,4,8,1,,,72.107,nonane
Acetoin,513-86-0,Oxygenate,Carbonyl,Ketone,4,8,2,,,88.106,nonane
2-Hydroxy-3-pentanone,005704-20-1,Oxygenate,Carbonyl,Hydroxyketone,5,10,2,,,102.133,nonane
"2,3-Pentanedione",000600-14-6,Oxygenate,Carbonyl,diketone,5,8,2,,,100.117,nonane
2-Pentanone,000107-87-9,Oxygenate,Carbonyl,Ketone,5,10,1,,,86.134,nonane
3-Pentanone,000096-22-0,Oxygenate,Carbonyl,Ketone,5,10,1,,,86.134,nonane
3-Penten-2-one,000625-33-2,Oxygenate,Carbonyl,Ketone,5,8,1,,,84.118,nonane
"3-Penten-2-one, (E)-",003102-33-8,Oxygenate,Carbonyl,Ketone,5,8,1,,,84.118,nonane
4-Penten-2-one,13891-87-7,Oxygenate,Carbonyl,Ketone,5,8,1,,,84.118,nonane
"2,4-Hexadienal, (E,E)-",000142-83-6,Oxygenate,Carbonyl,Aldehyde,6,8,1,,,96.129,nonane
2-Cyclohexen-1-one,000930-68-7,Oxygenate,Carbonyl,Ketone,6,8,1,,,96.129,nonane
3-Methyl-3-cyclohexen-1-one,31883-98-4,Oxygenate,Carbonyl,Ketone,7,10,1,,,110.156,nonane
"2-Cyclohexen-1-one, 3-methyl-",1193-18-6,Oxygenate,Carbonyl,Ketone,7,10,1,,,110.156,nonane
"2-Cyclohexen-1-one, 4-(1-methylethyl)-",500-02-7,Oxygenate,Carbonyl,Ketone,9,14,1,,,138.21,nonane
"6-Methyl-3,5-heptadiene-2-one",1604-28-0,Oxygenate,Carbonyl,Ketone,8,12,1,,,124.183,nonane
2-Hexanone,000591-78-6,Oxygenate,Carbonyl,Ketone,6,12,1,,,100.161,nonane
3-Hexanone,589-38-8,Oxygenate,Carbonyl,Ketone,6,12,1,,,100.161,nonane
3-Hexen-2-one,000763-93-9,Oxygenate,Carbonyl,Ketone,6,10,1,,,98.145,nonane
"4-Hexen-2-one, 3-methyl-",72189-24-3,Oxygenate,Carbonyl,Ketone,7,12,1,,,112.172,nonane
"3-Hexen-2-one, 3,4-dimethyl-, (E)-",20685-46-5,Oxygenate,Carbonyl,Ketone,8,14,1,,,126.199,nonane
"4-Hepten-3-one, 4-methyl-",22319-31-9,Oxygenate,Carbonyl,Ketone,8,14,1,,,126.199,nonane
2-Octanone,111-13-7,Oxygenate,Carbonyl,Ketone,8,16,1,,,128.215,nonane
"2-Pentanone, 3-methylene-",4359-77-7,Oxygenate,Carbonyl,Ketone,6,10,1,,,98.145,nonane
"3-Penten-2-one, 3-methyl-",000565-62-8,Oxygenate,Carbonyl,Ketone,6,10,1,,,98.145,nonane
"3-Penten-2-one, 4-methyl-",000141-79-7,Oxygenate,Carbonyl,Ketone,6,10,1,,,98.145,nonane
"3-Pentanone, 2-methyl-",565-69-5,Oxygenate,Carbonyl,Ketone,6,12,1,,,100.161,nonane
"2,3-Hexanedione",3848-24-6,Oxygenate,Carbonyl,Ketone,6,10,2,,,114.144,nonane
"2,5-Hexanedione",110-13-4,Oxygenate,Carbonyl,Ketone,6,10,2,,,114.144,nonane
4-Hexen-3-one,002497-21-4,Oxygenate,Carbonyl,Ketone,6,10,1,,,98.145,nonane
4-Oxohex-2-enal,020697-55-6,Oxygenate,Carbonyl,Ketone,6,8,2,,,112.128,nonane
"4-Penten-2-one, 3-methyl-",000758-87-2,Oxygenate,Carbonyl,Ketone,6,10,1,,,98.145,nonane
"4-Penten-2-one, 4-methyl-",003744-02-3,Oxygenate,Carbonyl,Ketone,6,10,1,,,98.145,nonane
5-Hexen-2-one,000109-49-9,Oxygenate,Carbonyl,Ketone,6,10,1,,,98.145,nonane
Spiro[4.4]nonan-1-one,014727-58-3,Oxygenate,Carbonyl,Ketone,9,14,1,,,138.21,nonane
"1H-Inden-1-one, 2,3-dihydro-3,3-dimethyl-",026465-81-6,Oxygenate,Carbonyl,Ketone,11,12,1,,,160.216,nonane
"Ethanone, 1-[4-(1-methyl-2-propenyl)phenyl]-",109586-49-4,Oxygenate,Carbonyl,Ketone,12,14,1,,,174.243,nonane
"Ethanone, 1-[4-(1-methylethenyl)phenyl]-",005359-04-6,Oxygenate,Carbonyl,Ketone,12,14,1,,,174.243,nonane
Benzophenone,119-61-9,Oxygenate,Carbonyl,Ketone,13,10,1,,,182.222,nonane
"Ethanone, 1-[1,1'-biphenyl]-4-yl-",000092-91-1,Oxygenate,Carbonyl,Ketone,14,12,1,,,196.249,nonane
"Ethanone, 1-(3-methylphenyl)-",585-74-0,Oxygenate,Carbonyl,Ketone,9,10,1,,,134.178,nonane
"Ethanone, 1-(4-ethylphenyl)-",937-30-4,Oxygenate,Carbonyl,Ketone,10,12,1,,,148.205,nonane
"Ethanone, 1-(2,4-dimethylphenyl)-",89-74-7,Oxygenate,Carbonyl,Ketone,10,12,1,,,148.205,nonane
"Ethanone, 1-(2-methylcyclopropyl)-",930-56-3,Oxygenate,Carbonyl,Ketone,6,10,1,,,98.145,nonane
"3-Hexanone, 2-methyl-",2001505,Oxygenate,Carbonyl,Ketone,7,14,1,,,114.188,nonane
"Oxacyclotetradecane-2,11-dione, 13-methyl-",074685-36-2,Oxygenate,Carbonyl,Ketone,14,24,3,,,240.343,nonane
Butanal,123-72-8,Oxygenate,Carbonyl,Aldehyde,4,8,1,,,72.107,nonane
1-Penten-3-one,,Oxygenate,Carbonyl,Ketone,5,8,1,,,84.118,nonane
"2H-Inden-2-one, 1,3-dihydro-",615-13-4,Oxygenate,Carbonyl,Ketone,9,8,1,,,132.162,nonane
2H-Pyran-2-one,000504-31-4,Oxygenate,Carbonyl,Pyranone,5,4,2,,,96.085,nonane
4H-Pyran-4-one,108-97-4,Oxygenate,Carbonyl,Pyranone,5,4,2,,,96.085,nonane
"2H-Pyran-2-one, tetrahydro-",542-28-9,Oxygenate,Carbonyl,Pyranone,5,8,2,,,100.117,nonane
"2H-Pyran-3(4H)-one, dihydro-",23462-75-1,Oxygenate,Carbonyl,Pyranone,5,8,2,,,100.117,nonane
"4H-Pyran-4-one, 3,5-dihydroxy-2-methyl-",001073-96-7,Oxygenate,Carbonyl,Pyranone,6,6,4,,,142.11,nonane
"3,4-Dihydro-6-methyl-2H-pyran-2-one",3740-59-8,Oxygenate,Carbonyl,Pyranone,6,8,2,,,112.128,nonane
Methacrolein,,Oxygenate,Carbonyl,Aldehyde,4,6,1,,,70.091,nonane
"2,5-Dimethylcyclohexanone",,Oxygenate,Carbonyl,Ketone,8,14,1,,,126.199,nonane
"Cyclohexanone, 2,6-dimethyl-",2816-57-1,Oxygenate,Carbonyl,Ketone,11,12,2,,,176.215,nonane
"3-Methylcyclopentane-1,2-dione",,Oxygenate,Carbonyl,Ketone,6,8,2,,,112.128,nonane
"Benzaldehyde, 2-ethyl-",,Oxygenate,Carbonyl,Aldehyde,9,10,1,,,134.178,nonane
Propanal,,Oxygenate,Carbonyl,Aldehyde,3,6,1,,,58.08,nonane
"Benzeneacetaldehyde, .alpha.-methyl-",000093-53-8,Oxygenate,Carbonyl,Aldehyde,9,10,1,,,134.178,nonane
"Cyclobutanone, 2,3,3-trimethyl-",028290-01-9,Oxygenate,Carbonyl,Ketone,7,12,1,,,112.172,nonane
"2-Cyclopenten-1-one, 2-hydroxy-3,4-dimethyl-",021835-00-7,Oxygenate,Carbonyl,HydroxyCyclopentenone,7,10,2,,,126.155,nonane
Furyl hydroxymethyl ketone,017678-19-2,Oxygenate,Carbonyl,Hydroxyketone,6,6,3,,,126.111,nonane
"Benzaldehyde, 4-ethyl-",004748-78-1,Oxygenate,Carbonyl,Aldehyde,9,10,1,,,134.178,nonane
"2,3-Dihydroxybenzaldehyde",024677-78-9,Oxygenate,Carbonyl,Aldehyde,7,6,3,,,138.122,nonane
5-Norbornane-2-carboxaldehyde,005453-80-5,Oxygenate,Carbonyl,Aldehyde,8,10,1,,,122.167,nonane
"2-Butanone, 4-phenyl-",002550-26-7,Oxygenate,Carbonyl,Ketone,10,12,1,,,148.205,nonane
Glycolaldehyde dimethyl acetal,030934-97-5,Oxygenate,Carbonyl,Aldehyde,4,10,3,,,106.121,nonane
"2,6-Dimethylbenzaldehyde",001123-56-4,Oxygenate,Carbonyl,Aldehyde,9,10,1,,,134.178,nonane
Spiro[4.4]nonan-2-one,034177-18-9,Oxygenate,Carbonyl,Ketone,9,14,1,,,138.21,nonane
"9,17-Octadecadienal, (Z)-",056554-35-9,Oxygenate,Carbonyl,Aldehyde,18,32,1,,,264.453,nonane
"Cyclopentadecanone, 2-hydroxy-",004727-18-8,Oxygenate,Carbonyl,Hydroxyketone,15,28,2,,,240.387,nonane
2-Ethyl-3-methylene-indan-1-one,1000187-41-4,Oxygenate,Carbonyl,Indanone,12,12,1,,,172.227,nonane
10-Methyl-9(10H)-anthracenone,073653-01-7,Oxygenate,Carbonyl,Ketone,15,21,1,,,217.332,nonane
"9,10-Anthracenedione, 1,2-dimethyl-",003285-98-1,Oxygenate,Carbonyl,Ketone,16,12,2,,,236.27,nonane
"7H-Indeno[2,1-a]anthracen-7-one",027582-45-2,Oxygenate,Carbonyl,Ketone,21,12,1,,,280.326,nonane
11H-Benzo[a]fluoren-11-one,000479-79-8,Oxygenate,Carbonyl,Ketone,17,10,1,,,230.266,nonane
4-Stilbene carboxaldehyde,032555-96-7,Oxygenate,Carbonyl,Aldehyde,15,12,1,,,208.26,nonane
Longifolenaldehyde,019890-84-7,Oxygenate,Carbonyl,Aldehyde,15,24,1,,,220.356,nonane
9-Cedranone,1000156-23-2,Oxygenate,Carbonyl,Ketone,15,24,1,,,220.356,nonane
Androst-5-en-17.beta.-ol-3-one,000571-25-5,Oxygenate,Carbonyl,Ketone,19,28,2,,,288.431,nonane
"1-Phenanthrenecarboxaldehyde, 1,2,3,4,4a,9,10,10a-octahydro-6-hydroxy-1,4a-dimethyl-, [1S-(1.alpha.,4a.alpha.,10a.beta.)]-",024035-48-1,Oxygenate,Carbonyl,Aldehyde,20,28,1,,,284.443,nonane
"(3E,5E,7E)-6-Methyl-8-(2,6,6-trimethyl-1-cyclohexenyl)-3,5,7-octatrien-2-one",017974-57-1,Oxygenate,Carbonyl,Ketone,18,26,1,,,258.405,nonane
"(1R,4aR,4bS,7R,10aR)-1,4a,7-Trimethyl-7-vinyl-1,2,3,4,4a,4b,5,6,7,9,10,10a-dodecahydrophenanthrene-1-carbaldehyde",003855-14-9,Oxygenate,Carbonyl,Aldehyde,20,32,1,,,288.475,nonane
"(1R,4aR,4bS,7S,10aR)-1,4a,7-Trimethyl-7-vinyl-1,2,3,4,4a,4b,5,6,7,8,10,10a-dodecahydrophenanthrene-1-carbaldehyde",001686-63-1,Oxygenate,Carbonyl,Aldehyde,20,30,1,,,286.459,nonane
"(1R,4aR,4bR,10aR)-7-Isopropyl-1,4a-dimethyl-1,2,3,4,4a,4b,5,6,10,10a-decahydrophenanthrene-1-carbaldehyde",006704-50-3,Oxygenate,Carbonyl,Aldehyde,20,32,1,,,288.475,nonane
"5α-Androstan-17-one, 3α,11β-dihydroxy-, 3-acetate",001516-42-3,Oxygenate,Carbonyl,Hydroxyketone,21,32,4,,,348.483,nonane
"2(1H)-Naphthalenone, octahydro-4a-methyl-7-(1-methylethyl)-, (4a.alpha.,7.beta.,8a.beta.)-",054594-42-2,Oxygenate,Carbonyl,Ketone,14,24,1,,,208.345,nonane
Testosterone,000058-22-0,Oxygenate,Carbonyl,Ketone,19,28,2,,,288.431,nonane
"2(1H)-Naphthalenone, octahydro-4a-methyl-7-(1-methylethyl)-, (4a.alpha.,7.beta.,8a.beta.)-",054594-42-2,Oxygenate,Carbonyl,Ketone,14,24,1,,,208.345,nonane
"3-Cyclohexene-1-carboxaldehyde, 2,4,6-trimethyl-",001423-46-7,Oxygenate,Carbonyl,Aldehyde,10,16,1,,,152.237,nonane
2-(n-Propyl)oxybenzylidene acetophenone,1000395-75-6,Oxygenate,Carbonyl,Ketone,18,18,2,,,266.34,nonane
Androst-5-en-4-one,13583-72-7,Oxygenate,Carbonyl,Ketone,19,28,1,,,272.432,nonane
Methyl Isobutyl Ketone,000108-10-1,Oxygenate,Carbonyl,Ketone,6,12,1,,,100.161,nonane
"trans,trans-3,5-Heptadien-2-one",018402-90-9,Oxygenate,Carbonyl,Ketone,7,10,1,,,110.156,nonane
"Cyclopentanone, 2-methyl-",001120-72-5,Oxygenate,Carbonyl,Cyclopentanone,6,10,1,,,98.145,nonane
Benzaldehyde,000100-52-7,Oxygenate,Carbonyl,Benzaldehyde,6,5,1,,,93.105,nonane
"Pentanone, 4-hydroxy-3-methyl-",000565-79-7,Oxygenate,Carbonyl,Hydroxyketone,6,12,2,,,116.16,nonane
"2,4-Pentanedione, 3-ethyl-",001540-34-7,Oxygenate,Carbonyl,diketone,7,12,2,,,128.171,nonane
3-Heptanone,000106-35-4,Oxygenate,Carbonyl,Ketone,7,14,1,,,114.188,nonane
"2-Hydroxy-3,5-dimethylcyclopent-2-en-1-one",021834-98-0,Oxygenate,Carbonyl,HydroxyCyclopentenone,7,10,2,,,126.155,nonane
"2,4-Hexanedione, 5,5-dimethyl-",007307-04-2,Oxygenate,Carbonyl,diketone,8,14,2,,,142.198,nonane
2-Hydroxy-5-methylbenzaldehyde,000613-84-3,Oxygenate,Carbonyl,Aldehyde,8,8,2,,,136.15,nonane
"1,3-Cyclopentanedione, 2-methyl-",000765-69-5,Oxygenate,Carbonyl,Cyclopentanedione,6,8,2,,,112.128,nonane
Benzeneacetaldehyde,000122-78-1,Oxygenate,Carbonyl,Aldehyde,8,8,1,,,120.151,nonane
"Benzeneacetic acid, 4-hydroxy-3-methoxy-, methyl ester",015964-80-4,Oxygenate,Ester,FAME,10,12,4,,,196.202,nonane
"Tricosanoic acid, isopropyl ester",1000405-13-8,Oxygenate,Ester,Acid/Ester,23,46,2,,,354.619,nonane
Ethyl Acetate,000141-78-6,Oxygenate,Ester,Ethyl Acetate,4,8,2,,,88.106,nonane
Isopropyl acetate,000108-21-4,Oxygenate,Ester,Isopropyl acetate,5,10,2,,,102.133,nonane
"Propanoic acid, ethyl ester",000105-37-3,Oxygenate,Ester,Acid/Ester,5,10,2,,,102.133,nonane
Ethyl trans-2-pentenoate,024410-84-2,Oxygenate,Ester,,7,12,2,,,128.171,nonane
Butyl glycolate,007397-62-8,Oxygenate,Ester,,6,12,3,,,132.159,nonane
Isobutyl dehydroabietate,1000457-94-3,Oxygenate,Ester,,21,30,2,,,314.469,nonane
"1,4-Butanediol, diacetate",000628-67-1,Oxygenate,Ester,,8,14,4,,,174.196,nonane
"2,4-Hexadienedioic acid, dimethyl ester",1119-43-3,Oxygenate,Ester,Acid/Ester,8,10,4,,,170.164,nonane
"2-Propanone, 1-(acetyloxy)-",000592-20-1,Oxygenate,Ester,,5,8,3,,,116.116,nonane
"2-Butanone, 1-(acetyloxy)-",1575-57-1,Oxygenate,Ester,,6,10,3,,,130.143,nonane
"Propanoic acid, 2-oxo-, methyl ester",000600-22-6,Oxygenate,Ester,FAME,4,6,3,,,102.089,nonane
"Acetic acid, oxo-, methyl ester",922-68-9,Oxygenate,Ester,FAME,3,4,3,,,88.062,nonane
"Acetic acid, hydroxy-, methyl ester",96-35-5,Oxygenate,Ester,FAME,3,6,3,,,90.078,nonane
"Cyclohexanecarboxylic acid, 1-methyl-2-oxo-, ethyl ester",005453-94-1,Oxygenate,Ester,Acid/Ester,10,16,3,,,184.235,nonane
"Carbonic acid, tetradecyl vinyl ester",1000382-54-5,Oxygenate,Ester,Acid/Ester,12,22,3,,,214.305,nonane
"Carbonic acid, tetradecyl vinyl ester",092747-24-5,Oxygenate,Ester,Acid/Ester,12,22,4,,,230.304,nonane
"Carbonic acid, octadecyl prop-1-en-2-yl ester",1000383-11-5,Oxygenate,Ester,Acid/Ester,22,42,3,,,354.575,nonane
"Carbonic acid, eicosyl vinyl ester",1000382-54-3,Oxygenate,Ester,Acid/Ester,23,44,3,,,368.602,nonane
Methyl dehydroabietate,001235-74-1,Oxygenate,Ester,Aromatic ester,21,30,2,,,314.469,nonane
"Benzenepropanoic acid, á,á-dimethyl-, methyl ester",25080-84-6,Oxygenate,Ester,Acid/Ester,12,16,2,,,192.258,nonane
"Octanoic acid, methyl ester",111-11-5,Oxygenate,Ester,FAME,9,18,2,,,158.241,nonane
"9,12,15-Octadecatrienoic acid, methyl ester, (Z,Z,Z)-",301-00-8,Oxygenate,Ester,FAME,10,32,2,,,184.364,nonane
"Nonanoic acid, 9-oxo-, methyl ester",1931-63-1,Oxygenate,Ester,FAME,10,18,3,,,186.251,nonane
"Undecanoic acid, methyl ester",1731-86-8,Oxygenate,Ester,FAME,12,24,2,,,200.322,nonane
"Dodecanoic acid, methyl ester",111-82-0,Oxygenate,Ester,FAME,13,26,2,,,214.349,nonane
"Pentadecanoic acid, methyl ester",7132-64-1,Oxygenate,Ester,FAME,16,32,2,,,256.43,nonane
"7,10,13-Hexadecatrienoic acid, methyl ester",56554-30-4,Oxygenate,Ester,FAME,17,18,2,,,254.329,nonane
"Pentadecanoic acid, 14-methyl-, methyl ester",5129-60-2,Oxygenate,Ester,FAME,17,34,2,,,270.457,nonane
"11-Octadecenoic acid, methyl ester",52380-33-3,Oxygenate,Ester,FAME,19,36,2,,,456.295,nonane
"9,12-Octadecadienoic acid, methyl ester, (E,E)-",2566-97-4,Oxygenate,Ester,FAME,19,34,2,,,294.479,nonane
"9,15-Octadecadienoic acid, methyl ester",56630-73-0,Oxygenate,Ester,FAME,19,34,2,,,294.479,nonane
"9-Octadecenoic acid (Z)-, methyl ester",112-62-9,Oxygenate,Ester,FAME,19,36,2,,,296.495,nonane
"Cyclopropanepentanoic acid, 2-undecyl-, methyl ester, trans-",42199-20-2,Oxygenate,Ester,FAME,20,38,2,,,310.522,nonane
"8,11,14-Eicosatrienoic acid, methyl ester, (Z,Z,Z)-",21061-10-9,Oxygenate,Ester,FAME,21,36,2,,,320.517,nonane
"Eicosanoic acid, methyl ester",1120-28-1,Oxygenate,Ester,FAME,21,42,2,,,326.565,nonane
"Heneicosanoic acid, methyl ester",6064-90-0,Oxygenate,Ester,FAME,22,44,2,,,340.592,nonane
Methyl tetradecanoate,124-10-7,Oxygenate,Ester,FAME,15,30,2,,,242.403,nonane
"Hexadecanoic acid, methyl ester",112-39-0,Oxygenate,Ester,FAME,17,34,2,,,270.457,nonane
"10-Octadecenoic acid, methyl ester",13481-95-3,Oxygenate,Ester,FAME,19,36,2,,,296.495,nonane
"8,11-Octadecadienoic acid, methyl ester",,Oxygenate,Ester,FAME,19,34,2,,,294.479,nonane
